Référence offre;Intitule;Poste;Secteur activité;Entreprise;Type d'entreprise;Lieu;Groupe de contrat;Type contrat;Date de publication ;Mois;Trimestre
JOB250001049;DIRECTEUR GÉOLOGIE ET EXPLOITATION;1;"Pétrole, Gaz & Hydrocarbures";LUKOIL UPSTREAM CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;7/5/2025;Mai;T2
JOB250001085;Ingénieur specialisé en economie et finances;1;"Pétrole, Gaz & Hydrocarbures";LUKOIL UPSTREAM CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;8/5/2025;Mai;T2
NONREF000395;Directeur Adjoint du Département HSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";LUYUAN DES MINES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;2025-12-31;Décembre;T4
NONREF000397;Spécialiste en Logistique;1;"Transport, Logistique & Supply Chain";LUYUAN DES MINES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;2025-12-30;Décembre;T4
NONREF000398;Assistant du Directeur Financier;1;"Conseil, Stratégie & Gestion des Ressources Humaines";LUYUAN DES MINES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;2025-12-30;Décembre;T4
JOB250001690;CHEF DE PROJET ;2;"Commerce, Vente, Marketing & Distribution";MAISON AFRICAINE DU COMMERCE (MAFRICOM);Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;15/7/2025;Juillet;T3
JOB250001691;MANAGERS FINANCIERS;2;"Commerce, Vente, Marketing & Distribution";MAISON AFRICAINE DU COMMERCE (MAFRICOM);Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;15/7/2025;Juillet;T3
NONREF000001;Agent Adm du personnel;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANIS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/2/2025;Février;T1
NONREF000034;Assistant technique;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANIS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/2/2025;Février;T1
NONREF000101;Comptable;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANIS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/2/2025;Février;T1
NONREF000195;Réceptionniste;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANIS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/2/2025;Février;T1
NONREF000216;Responsable maintenance;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANIS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/2/2025;Février;T1
NONREF000219;Responsable QHSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";MANAGEMENT ORGANIS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/2/2025;Février;T1
NONREF000226;Secrétaire de direction;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANIS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/2/2025;Février;T1
NONREF000076;Chef comptable;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISA;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;18/3/2025;Mars;T1
JOB250000869;AGENT ADMINISTRATIF DU PERSONNEL;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;18/3/2025;Mars;T1
JOB250000870;SUPERVISEUR ACHAT et CONTRAT;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;18/3/2025;Mars;T1
JOB250001240;Directeur Financier et Controle;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;26/5/2025;Mai;T2
JOB250001250;Responsable Surété;1;"Sécurité, Sûreté & Défense";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/5/2025;Mai;T2
JOB250001251;"Responsable local centent, Relations Sociale et Térritoriales";1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;27/5/2025;Mai;T2
JOB250001252;Comptable Fournisseur;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/5/2025;Mai;T2
JOB250001253;Technicien Achats Matériels et Services Exploitation;1;"Commerce, Vente, Marketing & Distribution";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/5/2025;Mai;T2
JOB250001255;Technicien Qualification et gestion des Fournisseurs;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/5/2025;Mai;T2
JOB250001256;Trésorier;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/5/2025;Mai;T2
JOB250001257;CAISSIER;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/5/2025;Mai;T2
JOB250001258;COMPTABLE ;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/5/2025;Mai;T2
JOB250001259;Assistant de Direction;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/5/2025;Mai;T2
JOB250001260;Controleur de Gestion Junior et Senior;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/5/2025;Mai;T2
JOB250001261;Controleur de Gestion Junior;1;Gestion Administrative;MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/5/2025;Mai;T2
JOB250001262;SECRETAIRE DE DIRECTION ;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/5/2025;Mai;T2
JOB250001499;LABORANTIN EXPERIMENTE;1;"Conseil, Stratégie & Gestion des Ressources Humaines";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/6/2025;Juin;T2
JOB250001500;ASSISTANT RESEAU;1;"Conseil, Stratégie & Gestion des Ressources Humaines";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/6/2025;Juin;T2
JOB250001501;AssistantComptable;1;"Conseil, Stratégie & Gestion des Ressources Humaines";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/6/2025;Juin;T2
JOB250001504;"Assistant Administrative, Comptable et Affaires juridiques";1;"Conseil, Stratégie & Gestion des Ressources Humaines";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/6/2025;Juin;T2
JOB250001518;OPERATEUR D'EXCAVATION;1;"Industrie, Production & Maintenance";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;25/6/2025;Juin;T2
JOB250001519;Trieur de Production ;1;"Industrie, Production & Maintenance";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;25/6/2025;Juin;T2
JOB250001522;OPERATEUR CONCASSEUR;1;"Industrie, Production & Maintenance";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;25/6/2025;Juin;T2
JOB250001588;DIRECTEUR TECHNIQUE;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/7/2025;Juillet;T3
JOB250001602;DIRECTEUR DES RESSOURCES HUMAINES;1;"Conseil, Stratégie & Gestion des Ressources Humaines";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001655;ASSISTANT TECHNIQUE;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;9/7/2025;Juillet;T3
JOB250001677;Technicien Achats Matériel et Services Exploitations;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/7/2025;Juillet;T3
JOB250001680;Tecnicien Qualification et Gestion des Fournisseurs;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/7/2025;Juillet;T3
JOB250001681;Responsable Administrative Opérationnelle Contrats et Qualification;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/7/2025;Juillet;T3
JOB250001682;ResponsableAchats et Contrats Exploitation;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/7/2025;Juillet;T3
JOB250001683;Responsable Achats et ContratsSupports;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/7/2025;Juillet;T3
JOB250001685;Directeur DivisionApprovisionnement et Contrats;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/7/2025;Juillet;T3
JOB250001721;Manager Supply Chain;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;21/7/2025;Juillet;T3
JOB250001722;Manager Conformité et Sécurité (QHSE/RSE);1;"Assurance Qualité, Contrôle, Testing (QHSE)";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;22/7/2025;Juillet;T3
JOB250001723;Directeur des Opérations;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;22/7/2025;Juillet;T3
JOB250001724;Directeur Administratif et Financier;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;22/7/2025;Juillet;T3
JOB250001875;DIRECTEUR GÉNÉRAL ADJOINT ;1;Gestion Administrative;MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;5/8/2025;Août;T3
JOB250001876;Business Développeur Stratégie et Performance;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;5/8/2025;Août;T3
JOB250001877;Responsable Négociation et Commerciale;1;"Commerce, Vente, Marketing & Distribution";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;6/8/2025;Août;T3
JOB250001880;Responsable Juridique Gouvernance et Conformité;1;"Conseil, Stratégie & Gestion des Ressources Humaines";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;6/8/2025;Août;T3
JOB250001881;RESPONSABLE HSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;6/8/2025;Août;T3
JOB250001883;Responsable Approvisionnement et Contrat;1;"Transport, Logistique & Supply Chain";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;7/8/2025;Août;T3
JOB250001884;Directeur Financier et Controle;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;7/8/2025;Août;T3
JOB250001885;Directeurdes Ressources Humaines;1;"Conseil, Stratégie & Gestion des Ressources Humaines";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;7/8/2025;Août;T3
JOB250001886;Responsable Comptable et Trésorerie;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;7/8/2025;Août;T3
JOB250001887;Responsable Coste Controleur;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;7/8/2025;Août;T3
JOB250001888;ResponsableGestion Budget et Reporting;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;7/8/2025;Août;T3
JOB250001889;Responsable Administration Ressources Humaines et Paie;1;"Conseil, Stratégie & Gestion des Ressources Humaines";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;7/8/2025;Août;T3
JOB250001890;Responsable Sécurité au Travail et Gestion des Urgences;1;"Énergie, Environnement & Eau";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;7/8/2025;Août;T3
JOB250002299;Assistant Ressources Humaines;1;"Conseil, Stratégie & Gestion des Ressources Humaines";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;24/9/2025;Septembre;T3
JOB250002300;Chauffeur de Liaison VL;1;"Transport, Logistique & Supply Chain";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;24/9/2025;Septembre;T3
JOB250002301;CAISSIER;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;24/9/2025;Septembre;T3
JOB250002410;Chauffeur VL;1;"Transport, Logistique & Supply Chain";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;10/10/2025;Octobre;T4
JOB250002439;Responsable Réseau;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;16/10/2025;Octobre;T4
JOB250002441;Responsable négociation et opérations -OXIS OIL;1;"Pétrole, Gaz & Hydrocarbures";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;16/10/2025;Octobre;T4
JOB250002489;Comptable Fournisseur;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";MANAGEMENT ORGANISATIONNEL;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;23/10/2025;Octobre;T4
JOB250000921;DIRECTEURADMINISTRATIF ET FINANCIER;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";MANAGEO CONSEILS;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;2/4/2025;Avril;T2
JOB250001011;Responsable commercial & marketing ;1;"Commerce, Vente, Marketing & Distribution";MANERS CLEAN SECURITY;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;29/4/2025;Avril;T2
JOB250001022;RESPONSABLE COMMERCIAL ET MARKETING EXPERIMENTEDANS LE DOMAINE DE LA SECURITE;1;"Commerce, Vente, Marketing & Distribution";MANERS CLEAN SECURITY;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;3/5/2025;Mai;T2
JOB250001326;RESPONSABLE COMMERCIAL ET MARKETING EXPERIMENTEDANS LE DOMAINE DE LA SECURITE;1;"Sécurité, Sûreté & Défense";MANERS CLEAN SECURITY;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;4/6/2025;Juin;T2
JOB250001327;RESPONSABLE COMMERCIAL ET MARKETING EXPERIMENTEDANS LE DOMAINE DE LA SECURITE;1;"Sécurité, Sûreté & Défense";MANERS CLEAN SECURITY;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;4/6/2025;Juin;T2
JOB250001712;COMPTABLE ;1;"Sécurité, Sûreté & Défense";MANERS CLEAN SECURITY;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;Contrat d'intérim;19/7/2025;Juillet;T3
JOB250002077;Technicien – Pose de Caméras & GPS;1;"Sécurité, Sûreté & Défense";MANERS CLEAN SECURITY;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;Contrat d'intérim;31/8/2025;Août;T3
JOB250002580;responsable technicocommercial grand compte;1;"Sécurité, Sûreté & Défense";MANERS CLEAN SECURITY;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;4/11/2025;Novembre;T4
JOB250002640;Responsable Commercial ;1;"Transport, Logistique & Supply Chain";MANERS CLEAN SECURITY;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;11/11/2025;Novembre;T4
JOB250002807;Community Manager;1;"Commerce, Vente, Marketing & Distribution";MANERS CLEAN SECURITY;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;11/12/2025;Décembre;T4
NONREF000402;Agent Commercial;1;"Commerce, Vente, Marketing & Distribution";MANERS CLEAN SECURITY;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;2025-12-26;Décembre;T4
NONREF000144;Gestionnaire commerciale;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";MBTP;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;5/2/2025;Février;T1
JOB250002276;INGENIEUR DU SITE ;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";MBTP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;22/9/2025;Septembre;T3
JOB250002277;CHEF DE PROJET ;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";MBTP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;22/9/2025;Septembre;T3
JOB250002038;RESPONSABLE HSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";MEDIOR ITALIA s.r.l;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;26/8/2025;Août;T3
JOB250002429;Soudeur Certifié;1;"Industrie, Production & Maintenance";MEDIOR ITALIA s.r.l;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;14/10/2025;Octobre;T4
JOB250000990;Operateur Western Union;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";MEGA SERVICES;Entreprise Privée;BRAZZAVILLE;Alternance;Contrat d'apprentissage;24/4/2025;Avril;T2
JOB250002687;Cuisinier ;1;Hôtellerie - Restauration;MIKHAEL'S HOTEL & RESIDENCE;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;20/11/2025;Novembre;T4
JOB250002690;SERVEUR ;1;Hôtellerie - Restauration;MIKHAEL'S HOTEL & RESIDENCE;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;20/11/2025;Novembre;T4
JOB250002696;EQUIPIER;1;Hôtellerie - Restauration;MIKHAEL'S HOTEL & RESIDENCE;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/11/2025;Novembre;T4
JOB250002698;CAISSIER;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";MIKHAEL'S HOTEL & RESIDENCE;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/11/2025;Novembre;T4
JOB250001218;Agent commercial;1;"Commerce, Vente, Marketing & Distribution";MILLENNIUM MOTORS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/5/2025;Mai;T2
JOB250002562;SECRETAIRE ;1;"Conseil, Stratégie & Gestion des Ressources Humaines";MIRAGE SARL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;4/11/2025;Novembre;T4
JOB250001417;spécialiste recrutement et intégration;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";MOBILE MONEY CONGO S.A (MOMO) ;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;13/6/2025;Juin;T2
JOB250002081;MANAGER COMPLIANCE & AML;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";MOBILE MONEY CONGO S.A (MOMO) ;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;1/9/2025;Septembre;T3
JOB250002555;Spécialiste Trésorerie;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";MOBILE MONEY CONGO S.A (MOMO) ;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;3/11/2025;Novembre;T4
JOB250002697;SPECIALISTE JURIDIQUE;1;"Informatique, Data, Télécommunications & Digital";MOBILE MONEY CONGO S.A (MOMO) ;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;21/11/2025;Novembre;T4
JOB250001268;Responsable Monitoring & Certification ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;28/5/2025;Mai;T2
JOB250001495;Ecogarde : ;3;Exploitation Forestière & Bois;MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;23/6/2025;Juin;T2
JOB250001529;ASSISTANT SOCIAL ;1;Exploitation Forestière & Bois;MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;26/6/2025;Juin;T2
JOB250001878;Chargé logistique ;1;"Transport, Logistique & Supply Chain";MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;6/8/2025;Août;T3
JOB250002062;COMPTABLE SENIOR ;1;Exploitation Forestière & Bois;MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;29/8/2025;Août;T3
JOB250002257;OPERATEUR DE SAISIE-ORDONNANCEMENT;1;Exploitation Forestière & Bois;MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;17/9/2025;Septembre;T3
JOB250002258;OPERATEUR DE SAISIECARTOGRAPHIE ;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;17/9/2025;Septembre;T3
JOB250002259;VENDEUR EN PHARMACIE ;1;"Santé, Pharmacie & Recherche Scientifique";MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;17/9/2025;Septembre;T3
JOB250002260;Infirmier diplômé d'état;1;"Santé, Pharmacie & Recherche Scientifique";MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;18/9/2025;Septembre;T3
JOB250002263;POMPISTE ;1;"Transport, Logistique & Supply Chain";MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;19/9/2025;Septembre;T3
JOB250002264;ASSISTANT SOCIAL ;1;ONG & Social;MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;19/9/2025;Septembre;T3
JOB250002333;LABORANTIN ;1;Exploitation Forestière & Bois;MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/10/2025;Octobre;T4
JOB250002375;ADJOINT CHEF DE SERVICE SCIERIE ;1;Exploitation Forestière & Bois;MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/10/2025;Octobre;T4
JOB250002376;Responsable Logistique;1;"Transport, Logistique & Supply Chain";MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/10/2025;Octobre;T4
JOB250002377;RESPONSABLE DE GESTION DES PROCEDURES ;1;"Conseil, Stratégie & Gestion des Ressources Humaines";MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/10/2025;Octobre;T4
JOB250002378;Assistant Ressources Humaines;1;"Conseil, Stratégie & Gestion des Ressources Humaines";MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/10/2025;Octobre;T4
JOB250002379;AGENT ADMINISTRATIF ET CAISSE ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/10/2025;Octobre;T4
JOB250002609;Directeur des Opérations;1;ONG & Social;MOKABI SAU;Entreprise Privée;IMPFONDO;Emploi Temporaire;CDD;7/11/2025;Novembre;T4
JOB250002619;Responsable Relation Employés;1;"Conseil, Stratégie & Gestion des Ressources Humaines";MOKABI SAU;Entreprise Privée;IMPFONDO;Emploi Temporaire;CDD;7/11/2025;Novembre;T4
JOB250002707;Conducteur de Pelle Hydraulique;1;"Pétrole, Gaz & Hydrocarbures";MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;24/11/2025;Novembre;T4
JOB250002711;MECANICIEN POIDS LOURD;1;Exploitation Forestière & Bois;MOKABI SAU;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;24/11/2025;Novembre;T4
JOB250002803;Assistant voyage et déplacement;1;Exploitation Forestière & Bois;MOKABI SAU;Entreprise Privée;IMPFONDO;Emploi Temporaire;CDD;11/12/2025;Décembre;T4
JOB250000903;ASSISTANT ADMINISTRATIF;1;"Conseil, Stratégie & Gestion des Ressources Humaines";MOONLIGHT VISION;Entreprise Privée;POINTE-NOIRE;Alternance;Contrat de professionnalisation;28/3/2025;Mars;T1
JOB250001844;Chauffeur poids lourds semi remorque;1;"Transport, Logistique & Supply Chain";MOONLIGHT VISION;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;1/8/2025;Août;T3
JOB250001845;Conducteur d'Engin;1;"Transport, Logistique & Supply Chain";MOONLIGHT VISION;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;1/8/2025;Août;T3
JOB250002073;Conducteur de grue à tubes;1;"Transport, Logistique & Supply Chain";MOONLIGHT VISION;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;29/8/2025;Août;T3
JOB250002074;Chauffeur poids lourds semi remorque;1;"Commerce, Vente, Marketing & Distribution";MOONLIGHT VISION;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;29/8/2025;Août;T3
JOB250002193;Soudeur;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";MOONLIGHT VISION;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/9/2025;Septembre;T3
JOB250002302;Aide Opérateur ;1;"Pétrole, Gaz & Hydrocarbures";MOONLIGHT VISION;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;24/9/2025;Septembre;T3
STG250001842;Aide employé de bureau Administratif;1;"Conseil, Stratégie & Gestion des Ressources Humaines";MOONLIGHT VISION;Entreprise Privée;MAYOKO;Alternance;Stage en alternance;1/8/2025;Août;T3
